Title,Field,Receive_date,Abstract,Link
['Title:Detecting Extrapolation with Local Ensembles'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  We present local ensembles, a method for detecting extrapolation at test timein a pre-trained model. We focus on underdetermination as a key component ofextrapolation: we aim to detect when many possible predictions are consistentwith the training data and model class. Our method uses local second-orderinformation to approximate the variance of predictions across an ensemble ofmodels from the same class. We compute this approximation by estimating thenorm of the component of a test point's gradient that aligns with thelow-curvature directions of the Hessian, and provide a tractable method forestimating this quantity. Experimentally, we show that our method is capable ofdetecting when a pre-trained model is extrapolating on test data, withapplications to out-of-distribution detection, detecting spurious correlates,and active learning.",https://arxiv.org/abs/1910.09573
['Title:Distributed interference cancellation in multi-agent scenarios'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  This paper considers the problem of detecting impaired and noisy nodes overnetwork. In a distributed algorithm, lots of processing units are incorporatingand communicating with each other to reach a global goal. Due to each one'sstate in the shared environment, they can help the other nodes or mislead them(due to noise or a deliberate attempt). Previous works mainly focused on properlocating agents and weight assignment based on initial environment state tominimize malfunctioning of noisy nodes. We propose an algorithm to be able toadapt sharing weights according to behavior of the agents. Applying theintroduced algorithm to a multi-agent RL scenario and the well-known diffusionLMS demonstrates its capability and generality.",https://arxiv.org/abs/1910.10109
['Title:Cross-Representation Transferability of Adversarial Perturbations: From Spectrograms to Audio Waveforms'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  This paper shows the susceptibility of spectrogram-based audio classifiers toadversarial attacks and the transferability of such attacks to audio waveforms.Some commonly adversarial attacks to images have been applied to Mel-frequencyand short-time Fourier transform spectrograms and such perturbed spectrogramsare able to fool a 2D convolutional neural network (CNN) for music genreclassification with a high fooling rate and high confidence. Such attacksproduce perturbed spectrograms that are visually imperceptible by humans.Experimental results on a dataset of western music have shown that the 2D CNNachieves up to 81.87% of mean accuracy on legitimate examples and such aperformance drops to 12.09% on adversarial examples. Furthermore, the audiosignals reconstructed from the adversarial spectrograms produce audio waveformsthat perceptually resemble the legitimate audio.",https://arxiv.org/abs/1910.10106
['Title:Modeling plate and spring reverberation using a DSP-informed deep neural network'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Plate and spring reverberators are electromechanical systems first used andresearched as means to substitute real room reverberation. Nowadays they areoften used in music production for aesthetic reasons due to their particularsonic characteristics. The modeling of these audio processors and theirperceptual qualities is difficult since they use mechanical elements togetherwith analog electronics resulting in an extremely complex response. Based ondigital reverberators that use sparse FIR filters, we propose a signalprocessing-informed deep learning architecture for the modeling of artificialreverberators. We explore the capabilities of deep neural networks to learnsuch highly nonlinear electromechanical responses and we perform modeling ofplate and spring reverberators. In order to measure the performance of themodel, we conduct a perceptual evaluation experiment and we also analyze howthe given task is accomplished and what the model is actually learning.",https://arxiv.org/abs/1910.10105
['Title:Image processing in DNA'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  The main obstacles for the practical deployment of DNA-based data storageplatforms are the prohibitively high cost of synthetic DNA and the large numberof errors introduced during synthesis. In particular, synthetic DNA productscontain both individual oligo (fragment) symbol errors as well as missing DNAoligo errors, with rates that exceed those of modern storage systems by ordersof magnitude. These errors can be corrected either through the use of a largenumber of redundant oligos or through cycles of writing, reading, and rewritingof information that eliminate the errors. Both approaches add to the overallstorage cost and are hence undesirable. Here we propose the first method forstoring quantized images in DNA that uses signal processing and machinelearning techniques to deal with error and cost issues without resorting to theuse of redundant oligos or rewriting. Our methods rely on decoupling the RGBchannels of images, performing specialized quantization and compression on theindividual color channels, and using new discoloration detection and imageinpainting techniques. We demonstrate the performance of our approachexperimentally on a collection of movie posters stored in DNA.",https://arxiv.org/abs/1910.10095
['Title:Continual Learning for Infinite Hierarchical Change-Point Detection'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Change-point detection (CPD) aims to locate abrupt transitions in thegenerative model of a sequence of observations. When Bayesian methods areconsidered, the standard practice is to infer the posterior distribution of thechange-point locations. However, for complex models (high-dimensional orheterogeneous), it is not possible to perform reliable detection. To circumventthis problem, we propose to use a hierarchical model, which yields observationsthat belong to a lower-dimensional manifold. Concretely, we consider alatent-class model with an unbounded number of categories, which is based onthe chinese-restaurant process (CRP). For this model we derive a continuallearning mechanism that is based on the sequential construction of the CRP andthe expectation-maximization (EM) algorithm with a stochastic maximizationstep. Our results show that the proposed method is able to recursively inferthe number of underlying latent classes and perform CPD in a reliable manner.",https://arxiv.org/abs/1910.10087
['Title:From Personalization to Privatization: Meta Matrix Factorization for Private Rating Predictions'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Matrix factorization (MF) techniques have been shown to be effective forrating predictions (RPs) in personalized recommender systems. Existing MFmethods use the same item embeddings and the same RP model for all users, whileignoring the possibility that different users may have different views aboutthe same item and may favor different RP models. We introduce a novel MFframework, named meta matrix factorization (MetaMF), that generates privateitem embeddings and RP models. Given a vector representing a user, we firstobtain a collaborative vector by collecting useful information from all userswith a collaborative memory (CM) module. Then, we employ a meta recommender(MR) module to generate private item embeddings and a RP model based on thecollaborative vector. To address the challenge of generating a large number ofhigh-dimensional item embeddings, we devise a rise-dimensional generation (RG)strategy that first generates a low-dimensional item embedding matrix and arise-dimensional matrix, and then multiply them to obtain high-dimensionalembeddings. Finally, we use the generated model to produce private RPs for agiven user. Experiments on two benchmark datasets show that MetaMF outperformsstate-of-the-art MF methods. MetaMF generates similar/dissimilar itemembeddings and models for different users to flexibly exploit collaborativefiltering (CF), demonstrating the benefits of MetaMF.",https://arxiv.org/abs/1910.10086
['Title:Separation of Chaotic Signals by Reservoir Computing'],Machine Learning ,(Submitted on 18 Oct 2019),"Abstract:  We demonstrate the utility of machine learning in the separation ofsuperimposed chaotic signals using a technique called Reservoir Computing. Weassume no knowledge of the dynamical equations that produce the signals, andrequire only training data consisting of finite time samples of the componentsignals. We test our method on signals that are formed as linear combinationsof signals from two Lorenz systems with different parameters. Comparing ournonlinear method with the optimal linear solution to the separation problem,the Wiener filter, we find that our method significantly outperforms the Wienerfilter in all the scenarios we study. Furthermore, this difference isparticularly striking when the component signals have similar frequencyspectra. Indeed, our method works well when the component frequency spectra areindistinguishable - a case where a Wiener filter performs essentially noseparation.",https://arxiv.org/abs/1910.10080
['Title:Optimizing electrode positions for 2D Electrical Impedance Tomography sensors using deep learning'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Electrical Impedance Tomography (EIT) is a powerful tool for non-destructiveevaluation, state estimation, process tomography, and much more. For theseapplications, and in order to reliably reconstruct images of a given processusing EIT, we must obtain high-quality voltage measurements from the EIT sensor(or structure) of interest. Inasmuch, it is no surprise that the locations ofelectrodes used for measuring plays a key role in this task. Yet, to date,methods for optimally placing electrodes either require knowledge on the EITtarget (which is, in practice, never fully known), are computationallydifficult to implement numerically, or require electrode segmentation. In thispaper, we circumvent these challenges and present a straightforward deeplearning based approach for optimizing electrodes positions. It is found thatthe optimized electrode positions outperformed ""standard"" uniformly-distributedelectrode layouts in all test cases using a metric independent from theoptimization parameters.",https://arxiv.org/abs/1910.10077
['Title:Prediction of Reaction Time and Vigilance Variability from Spatiospectral Features of Resting-State EEG in a Long Sustained Attention Task'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Resting-state brain networks represent the intrinsic state of the brainduring the majority of cognitive and sensorimotor tasks. However, no study hasyet presented concise predictors of task-induced vigilance variability fromspectrospatial features of the pre-task, resting-state electroencephalograms(EEG). We asked ten healthy volunteers (6 females, 4 males) to participate in105-minute fixed-sequence-varying-duration sessions of sustained attention toresponse task (SART). A novel and adaptive vigilance scoring scheme wasdesigned based on the performance and response time in consecutive trials, anddemonstrated large inter-participant variability in terms of maintainingconsistent tonic performance. Multiple linear regression using featurerelevance analysis obtained significant predictors of the mean cumulativevigilance score (CVS), mean response time, and variabilities of these scoresfrom the resting-state, band-power ratios of EEG signals, p<0.05. Single-layerneural networks trained with cross-validation also captured differentassociations for the beta sub-bands. Increase in the gamma (28-48 Hz) and upperbeta ratios from the left central and temporal regions predicted slowerreactions and more inconsistent vigilance as explained by the increasedactivation of default mode network (DMN) and differences between the high- andlow-attention networks at temporal regions. Higher ratios of parietal alphafrom the Brodmann's areas 18, 19, and 37 during the eyes-open states predictedslower responses but more consistent CVS and reactions associated with thesuperior ability in vigilance maintenance. The proposed framework and thesefindings on the most stable and significant attention predictors from theintrinsic EEG power ratios can be used to model attention variations during thecalibration sessions of BCI applications and vigilance monitoring systems.",https://arxiv.org/abs/1910.10076
['Title:Automatic Generation of Multi-precision Multi-arithmetic CNN Accelerators for FPGAs'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  Modern deep Convolutional Neural Networks (CNNs) are computationallydemanding, yet real applications often require high throughput and low latency.To help tackle these problems, we propose Tomato, a framework designed toautomate the process of generating efficient CNN accelerators. The generateddesign is pipelined and each convolution layer uses different arithmetics atvarious precisions. Using Tomato, we showcase state-of-the-art multi-precisionmulti-arithmetic networks, including MobileNet-V1, running on FPGAs. To ourknowledge, this is the first multi-precision multi-arithmetic auto-generationframework for CNNs. In software, Tomato fine-tunes pretrained networks to use amixture of short powers-of-2 and fixed-point weights with a minimal loss inclassification accuracy. The fine-tuned parameters are combined with thetemplated hardware designs to automatically produce efficient inferencecircuits in FPGAs. We demonstrate how our approach significantly reduces modelsizes and computation complexities, and permits us to pack a complete ImageNetnetwork onto a single FPGA without accessing off-chip memories for the firsttime. Furthermore, we show how Tomato produces implementations of networks withvarious sizes running on single or multiple FPGAs. To the best of ourknowledge, our automatically generated accelerators outperform closestFPGA-based competitors by at least 2-4x for lantency and throughput; thegenerated accelerator runs ImageNet classification at a rate of more than 3000frames per second.",https://arxiv.org/abs/1910.10075
['Title:Depth-Adaptive Transformer'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  State of the art sequence-to-sequence models perform a fixed number ofcomputations for each input sequence regardless of whether it is easy or hardto process. In this paper, we train Transformer models which can make outputpredictions at different stages of the network and we investigate differentways to predict how much computation is required for a particular sequence.Unlike dynamic computation in Universal Transformers, which applies the sameset of layers iteratively, we apply different layers at every step to adjustboth the amount of computation as well as the model capacity. Experiments onmachine translation benchmarks show that this approach can match the accuracyof a baseline Transformer while using only half the number of decoder layers.",https://arxiv.org/abs/1910.10073
['Title:Attacking Optical Flow'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Deep neural nets achieve state-of-the-art performance on the problem ofoptical flow estimation. Since optical flow is used in several safety-criticalapplications like self-driving cars, it is important to gain insights into therobustness of those techniques. Recently, it has been shown that adversarialattacks easily fool deep neural networks to misclassify objects. The robustnessof optical flow networks to adversarial attacks, however, has not been studiedso far. In this paper, we extend adversarial patch attacks to optical flownetworks and show that such attacks can compromise their performance. We showthat corrupting a small patch of less than 1% of the image size cansignificantly affect optical flow estimates. Our attacks lead to noisy flowestimates that extend significantly beyond the region of the attack, in manycases even completely erasing the motion of objects in the scene. Whilenetworks using an encoder-decoder architecture are very sensitive to theseattacks, we found that networks using a spatial pyramid architecture are lessaffected. We analyse the success and failure of attacking both architectures byvisualizing their feature maps and comparing them to classical optical flowtechniques which are robust to these attacks. We also demonstrate that suchattacks are practical by placing a printed pattern into real scenes.",https://arxiv.org/abs/1910.10053
['Title:Uncertainty Quantification with Generative Models'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  We develop a generative model-based approach to Bayesian inverse problems,such as image reconstruction from noisy and incomplete images. Our frameworkaddresses two common challenges of Bayesian reconstructions: 1) It makes use ofcomplex, data-driven priors that comprise all available information about theuncorrupted data distribution. 2) It enables computationally tractableuncertainty quantification in the form of posterior analysis in latent and dataspace. The method is very efficient in that the generative model only has to betrained once on an uncorrupted data set, after that, the procedure can be usedfor arbitrary corruption types.",https://arxiv.org/abs/1910.10046
"['Title:Explainable Artificial Intelligence (XAI): Concepts, Taxonomies, Opportunities and Challenges toward Responsible AI']",Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  In the last years, Artificial Intelligence (AI) has achieved a notablemomentum that may deliver the best of expectations over many applicationsectors across the field. For this to occur, the entire community stands infront of the barrier of explainability, an inherent problem of AI techniquesbrought by sub-symbolism (e.g. ensembles or Deep Neural Networks) that were notpresent in the last hype of AI. Paradigms underlying this problem fall withinthe so-called eXplainable AI (XAI) field, which is acknowledged as a crucialfeature for the practical deployment of AI models. This overview examines theexisting literature in the field of XAI, including a prospect toward what isyet to be reached. We summarize previous efforts to define explainability inMachine Learning, establishing a novel definition that covers prior conceptualpropositions with a major focus on the audience for which explainability issought. We then propose and discuss about a taxonomy of recent contributionsrelated to the explainability of different Machine Learning models, includingthose aimed at Deep Learning methods for which a second taxonomy is built. Thisliterature analysis serves as the background for a series of challenges facedby XAI, such as the crossroads between data fusion and explainability. Ourprospects lead toward the concept of Responsible Artificial Intelligence,namely, a methodology for the large-scale implementation of AI methods in realorganizations with fairness, model explainability and accountability at itscore. Our ultimate goal is to provide newcomers to XAI with a referencematerial in order to stimulate future research advances, but also to encourageexperts and professionals from other disciplines to embrace the benefits of AIin their activity sectors, without any prior bias for its lack ofinterpretability.",https://arxiv.org/abs/1910.10045
['Title:Human Action Recognition in Drone Videos using a Few Aerial Training Examples'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Drones are enabling new forms of human actions surveillance due to their lowcost and fast mobility. However, using deep neural networks for automaticaerial action recognition is difficult due to the need for the humongous numberof aerial human action videos needed for training. Collecting a largecollection of human action aerial videos is costly, time-consuming anddifficult. In this paper, we explore two alternative data sources to improveaerial action classification when only a few training aerial examples areavailable. As a first data source, we resort to video games. We collect plentyof ground and aerial videos pairs of human actions from video games. For thesecond data source, we generate discriminative fake aerial examples usingconditional Wasserstein Generative Adversarial Networks. We integrate featuresfrom both game action videos and fake aerial examples with a few availableaerial training examples using disjoint multitask learning. We validate theproposed approach on several aerial action datasets and demonstrate that aerialgames and generated fake aerial examples can be extremely useful for animproved action recognition in real aerial videos when only a few aerialtraining examples are available.",https://arxiv.org/abs/1910.10027
['Title:Compressive Learning for Semi-Parametric Models'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  In the compressive learning theory, instead of solving a statistical learningproblem from the input data, a so-called sketch is computed from the data priorto learning. The sketch has to capture enough information to solve the problemdirectly from it, allowing to discard the dataset from the memory. This isuseful when dealing with large datasets as the size of the sketch does notscale with the size of the database. In this paper, we reformulate the originalcompressive learning framework to explicitly cater for the class ofsemi-parametric models. The reformulation takes account of the inherenttopology and structure of semi-parametric models, creating an intuitive pathwayto the development of compressive learning algorithms. We apply our developedframework to both the semi-parametric models of independent component analysisand subspace clustering, demonstrating the robustness of the framework toexplicitly show when a compression in complexity can be achieved.",https://arxiv.org/abs/1910.10024
['Title:Learning Resilient Behaviors for Navigation Under Uncertainty Environments'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Deep reinforcement learning has great potential to acquire complex, adaptivebehaviors for autonomous agents automatically. However, the underlying neuralnetwork polices have not been widely deployed in real-world applications,especially in these safety-critical tasks (e.g., autonomous driving). One ofthe reasons is that the learned policy cannot perform flexible and resilientbehaviors as traditional methods to adapt to diverse environments. In thispaper, we consider the problem that a mobile robot learns adaptive andresilient behaviors for navigating in unseen uncertain environments whileavoiding collisions. We present a novel approach for uncertainty-awarenavigation by introducing an uncertainty-aware predictor to model theenvironmental uncertainty, and we propose a novel uncertainty-aware navigationnetwork to learn resilient behaviors in the prior unknown environments. Totrain the proposed uncertainty-aware network more stably and efficiently, wepresent the temperature decay training paradigm, which balances exploration andexploitation during the training process. Our experimental evaluationdemonstrates that our approach can learn resilient behaviors in diverseenvironments and generate adaptive trajectories according to environmentaluncertainties.",https://arxiv.org/abs/1910.09998
['Title:Sequence-to-sequence Singing Synthesis Using the Feed-forward Transformer'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  We propose a sequence-to-sequence singing synthesizer, which avoids the needfor training data with pre-aligned phonetic and acoustic features. Rather thanthe more common approach of a content-based attention mechanism combined withan autoregressive decoder, we use a different mechanism suitable forfeed-forward synthesis. Given that phonetic timings in singing are highlyconstrained by the musical score, we derive an approximate initial alignmentwith the help of a simple duration model. Then, using a decoder based on afeed-forward variant of the Transformer model, a series of self-attention andconvolutional layers refines the result of the initial alignment to reach thetarget acoustic features. Advantages of this approach include faster inferenceand avoiding the exposure bias issues that affect autoregressive models trainedby teacher forcing. We evaluate the effectiveness of this model compared to anautoregressive baseline, the importance of self-attention, and the importanceof the accuracy of the duration model.",https://arxiv.org/abs/1910.09989
['Title:Orthogonal Nonnegative Tucker Decomposition'],Machine Learning ,(Submitted on 21 Oct 2019),"Abstract:  In this paper, we study the nonnegative tensor data and propose an orthogonalnonnegative Tucker decomposition (ONTD). We discuss some properties of ONTD anddevelop a convex relaxation algorithm of the augmented Lagrangian function tosolve the optimization problem. The convergence of the algorithm is given. Weemploy ONTD on the image data sets from the real world applications includingface recognition, image representation, hyperspectral unmixing. Numericalresults are shown to illustrate the effectiveness of the proposed algorithm.",https://arxiv.org/abs/1910.09979
['Title:Deep Set-to-Set Matching and Learning'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Matching two sets of items, called set-to-set matching problem, is beingrecently raised. The difficulties of set-to-set matching over ordinary datamatching lie in the exchangeability in 1) set-feature extraction and 2)set-matching score; the pair of sets and the items in each set should beexchangeable. In this paper, we propose a deep learning architecture for theset-to-set matching that overcomes the above difficulties, including two novelmodules: 1) a cross-set transformation and 2) cross-similarity function. Theformer provides the exchangeable set-feature through interactions between twosets in intermediate layers, and the latter provides the exchangeable setmatching through calculating the cross-feature similarity of items between twosets. We evaluate the methods through experiments with two industrialapplications, fashion set recommendation, and group re-identification. Throughthese experiments, we show that the proposed methods perform better than abaseline given by an extension of the Set Transformer, the state-of-the-artset-input function.",https://arxiv.org/abs/1910.09972
['Title:Convolutional Neural Networks for Space-Time Block Coding Recognition'],Machine Learning ,(Submitted on 19 Oct 2019),"Abstract:  We find that the latest advances in machine learning with deep neural networkby applying them to the task of radio modulation recognition, channel codingrecognition, and spectrum monitor. This paper first proposes a novelidentification algorithm for Space-Time Block coding(STBC) signal. The featurebetween Spatial Multiplexing (SM) and Alamouti (AL) signals is extracted viaadapting convolutional neural networks after preprocessing the receivedsequence. Unlike other algorithms, this method does not require any priorinformation of channel coefficient, and noise power and, consequently, iswell-suited for non-cooperative context. Results show that the proposedalgorithm performs well even at a low signal to noise ratio (SNR).",https://arxiv.org/abs/1910.09952
['Title:Meta-Learning to Communicate: Fast End-to-End Training for Fading Channels'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  When a channel model is available, learning how to communicate on fadingnoisy channels can be formulated as the (unsupervised) training of anautoencoder consisting of the cascade of encoder, channel, and decoder. Animportant limitation of the approach is that training should be generallycarried out from scratch for each new channel. To cope with this problem, priorworks considered joint training over multiple channels with the aim of findinga single pair of encoder and decoder that works well on a class of channels. Asa result, joint training ideally mimics the operation of non-coherenttransmission schemes. In this paper, we propose to obviate the limitations ofjoint training via meta-learning: Rather than training a common model for allchannels, meta-learning finds a common initialization vector that enables fasttraining on any channel. The approach is validated via numerical results,demonstrating significant training speed-ups, with effective encoders anddecoders obtained with as little as one iteration of Stochastic GradientDescent.",https://arxiv.org/abs/1910.09945
['Title:Hypergraph clustering with categorical edge labels'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Graphs and networks are a standard model for describing data or systems basedon pairwise interactions. Oftentimes, the underlying relationships involve morethan two entities at a time, and hypergraphs are a more faithful model.However, we have fewer rigorous methods that can provide insight from suchrepresentations. Here, we develop a computational framework for the problem ofclustering hypergraphs with categorical edge labels --- or differentinteraction types --- where clusters corresponds to groups of nodes thatfrequently participate in the same type of interaction.Our methodology is based on a combinatorial objective function that isrelated to correlation clustering but enables the design of much more efficientalgorithms. When there are only two label types, our objective can be optimizedin polynomial time, using an algorithm based on minimum cuts. Minimizing ourobjective becomes NP-hard with more than two label types, but we develop fastapproximation algorithms based on linear programming relaxations that havetheoretical cluster quality guarantees. We demonstrate the efficacy of ouralgorithms and the scope of the model through problems in edge-label communitydetection, clustering with temporal data, and exploratory data analysis.",https://arxiv.org/abs/1910.09943
['Title:Cross-task pre-training for acoustic scene classification'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Acoustic scene classification(ASC) and acoustic event detection(AED) aredifferent but related tasks. Acoustic scenes can be shaped by occurred acousticevents which can provide useful information in training ASC tasks. However,most of the datasets are provided without either the acoustic event or scenelabels. Therefore, We explored cross-task pre-training mechanism to utilizeacoustic event information extracted from the pre-trained model to optimize theASC task. We present three cross-task pre-training architectures and evaluatedthem in feature-based and fine-tuning strategies on two datasets respectively:TAU Urban Acoustic Scenes 2019 dataset and TUT Acoustic Scenes 2017 dataset.Results have shown that cross-task pre-training mechanism can significantlyimprove the performance of ASC tasks and the performance of our best modelimproved relatively 9.5% in the TAU Urban Acoustic Scenes 2019 dataset, andalso improved 10% in the TUT Acoustic Scenes 2017 dataset compared with theofficial baseline.",https://arxiv.org/abs/1910.09935
['Title:Improving the Gating Mechanism of Recurrent Neural Networks'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Gating mechanisms are widely used in neural network models, where they allowgradients to backpropagate more easily through depth or time. However, theirsaturation property introduces problems of its own. For example, in recurrentmodels these gates need to have outputs near 1 to propagate information overlong time-delays, which requires them to operate in their saturation regime andhinders gradient-based learning of the gate mechanism. We address this problemby deriving two synergistic modifications to the standard gating mechanism thatare easy to implement, introduce no additional hyperparameters, and improvelearnability of the gates when they are close to saturation. We show how thesechanges are related to and improve on alternative recently proposed gatingmechanisms such as chrono-initialization and Ordered Neurons. Empirically, oursimple gating mechanisms robustly improve the performance of recurrent modelson a range of applications, including synthetic memorization tasks, sequentialimage classification, language modeling, and reinforcement learning,particularly when long-term dependencies are involved.",https://arxiv.org/abs/1910.09890
['Title:Kernel computations from large-scale random features obtained by Optical Processing Units'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Approximating kernel functions with random features (RFs)has been asuccessful application of random projections for nonparametric estimation.However, performing random projections presents computational challenges forlarge-scale problems. Recently, a new optical hardware called OpticalProcessing Unit (OPU) has been developed for fast and energy-efficientcomputation of large-scale RFs in the analog domain. More specifically, the OPUperforms the multiplication of input vectors by a large random matrix withcomplex-valued i.i.d. Gaussian entries, followed by the application of anelement-wise squared absolute value operation - this last nonlinearity beingintrinsic to the sensing process. In this paper, we show that this operationresults in a dot-product kernel that has connections to the polynomial kernel,and we extend this computation to arbitrary powers of the feature map.Experiments demonstrate that the OPU kernel and its RF approximation achievecompetitive performance in applications using kernel ridge regression andtransfer learning for image classification. Crucially, thanks to the use of theOPU, these results are obtained with time and energy savings.",https://arxiv.org/abs/1910.09880
['Title:Structure Matters: Towards Generating Transferable Adversarial Images'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Recent works on adversarial examples for image classification focus ondirectly modifying pixels with minor perturbations. The small perturbationrequirement is imposed to ensure the generated adversarial examples beingnatural and realistic to humans, which, however, puts a curb on the attackspace thus limiting the attack ability and transferability especially forsystems protected by a defense mechanism. In this paper, we propose the novelconcepts of structure patterns and structure-aware perturbations that relax thesmall perturbation constraint while still keeping images natural. The key ideaof our approach is to allow perceptible deviation in adversarial examples whilekeeping structure patterns that are central to a human classifier. Built uponthese concepts, we propose a \emph{structure-preserving attack (SPA)} forgenerating natural adversarial examples with extremely high transferability.Empirical results on the MNIST and the CIFAR10 datasets show that SPAadversarial images can easily bypass strong PGD-based adversarial training andare still effective against SPA-based adversarial training. Further, theytransfer well to other target models with little or no loss of successfulattack rate, thus exhibiting competitive black-box attack performance. Our codeis available at \url{this https URL}.",https://arxiv.org/abs/1910.09821
['Title:Self-Correction for Human Parsing'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Labeling pixel-level masks for fine-grained semantic segmentation tasks, e.g.human parsing, remains a challenging task. The ambiguous boundary betweendifferent semantic parts and those categories with similar appearance usuallyare confusing, leading to unexpected noises in ground truth masks. To tacklethe problem of learning with label noises, this work introduces a purificationstrategy, called Self-Correction for Human Parsing (SCHP), to progressivelypromote the reliability of the supervised labels as well as the learned models.In particular, starting from a model trained with inaccurate annotations asinitialization, we design a cyclically learning scheduler to infer morereliable pseudo-masks by iteratively aggregating the current learned model withthe former optimal one in an online manner. Besides, those correspondinglycorrected labels can in turn to further boost the model performance. In thisway, the models and the labels will reciprocally become more robust andaccurate during the self-correction learning cycles. Benefiting from thesuperiority of SCHP, we achieve the best performance on two popularsingle-person human parsing benchmarks, including LIP and Pascal-Person-Partdatasets. Our overall system ranks 1st in CVPR2019 LIP Challenge. Code isavailable at this https URL.",https://arxiv.org/abs/1910.09777
['Title:ProDyn0: Inferring calponin homology domain stretching behavior using graph neural networks'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Graph neural networks are a quickly emerging field for non-Euclidean datathat leverage the inherent graphical structure to predict node, edge, andglobal-level properties of a system. Protein properties can not easily beunderstood as a simple sum of their parts (i.e. amino acids), therefore,understanding their dynamical properties in the context of graphs is attractivefor revealing how perturbations to their structure can affect their globalfunction. To tackle this problem, we generate a database of 2020 mutatedcalponin homology (CH) domains undergoing large-scale separation in moleculardynamics. To predict the mechanosensitive force response, we develop neuralmessage passing networks and residual gated graph convnets which predict theprotein dependent force separation at 86.63 percent, 81.59 kJ/mol/nm MAE, 76.99psec MAE for force mode classification, max force magnitude, max force timerespectively-- significantly better than non-graph-based deep learningtechniques. Towards uniting geometric learning techniques and biophysicalobservables, we premiere our simulation database as a benchmark dataset forfurther development/evaluation of graph neural network architectures.",https://arxiv.org/abs/1910.09738
['Title:Drivers Drowsiness Detection using Condition-Adaptive Representation Learning Framework'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  We propose a condition-adaptive representation learning framework for thedriver drowsiness detection based on 3D-deep convolutional neural network. Theproposed framework consists of four models: spatio-temporal representationlearning, scene condition understanding, feature fusion, and drowsinessdetection. The spatio-temporal representation learning extracts features thatcan describe motions and appearances in video simultaneously. The scenecondition understanding classifies the scene conditions related to variousconditions about the drivers and driving situations such as statuses of wearingglasses, illumination condition of driving, and motion of facial elements suchas head, eye, and mouth. The feature fusion generates a condition-adaptiverepresentation using two features extracted from above models. The detectionmodel recognizes drivers drowsiness status using the condition-adaptiverepresentation. The condition-adaptive representation learning framework canextract more discriminative features focusing on each scene condition than thegeneral representation so that the drowsiness detection method can provide moreaccurate results for the various driving situations. The proposed framework isevaluated with the NTHU Drowsy Driver Detection video dataset. The experimentalresults show that our framework outperforms the existing drowsiness detectionmethods based on visual analysis.",https://arxiv.org/abs/1910.09722
['Title:Embedded Bayesian Network Classifiers'],Machine Learning ,(Submitted on 22 Oct 2019),"Abstract:  Low-dimensional probability models for local distribution functions in aBayesian network include decision trees, decision graphs, and causalindependence models. We describe a new probability model for discrete Bayesiannetworks, which we call an embedded Bayesian network classifier or EBNC. Themodel for a node $Y$ given parents $\bf X$ is obtained from a (usuallydifferent) Bayesian network for $Y$ and $\bf X$ in which $\bf X$ need not bethe parents of $Y$. We show that an EBNC is a special case of a softmaxpolynomial regression model. Also, we show how to identify a non-redundant setof parameters for an EBNC, and describe an asymptotic approximation forlearning the structure of Bayesian networks that contain EBNCs. Unlike thedecision tree, decision graph, and causal independence models, we are unawareof a semantic justification for the use of these models. Experiments are neededto determine whether the models presented in this paper are useful in practice.",https://arxiv.org/abs/1910.09715
